Metaprotein,Superkingdom,Kingdom ,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number,EC-Number,P01_C,P02_C,P03_C,P04_C,P05_C,P06_C,P06b_C,P06c_C,P07_C,P07b_C,P07c_C,P08_C,P09_C,P10_C,P11_C,P12_C,P13_C,P14_C,P15_C,P16_C,P17_C,P18_CD,P18b_CD,P18c_CD,P19_CD,P20_CD,P21_CD,P22_CD,P23_CD,P24_CD,P25_CD,P26_CD,P27_CD,P28_CD,P29_UC,P30_UC,P31_UC,P32_UC,P33_UC,P34_UC,P35_UC,P36_UC,P37_UC,P38_UC,P39_UC,P40_UC,P41_UC,P42_UC
"NU6C_HUPLU NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic OS=Huperzia lucidula GN=ndhG PE=3 SV=1",Eukaryota,Viridiplantae,Streptophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,Huperzia lucidula,UniRef50_Q85CT7,|,1.6.5.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUBP1_DROVI Cytosolic Fe-S cluster assembly factor NUBP1 homolog OS=Drosophila virilis GN=GJ17301 PE=3 SV=1,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila virilis,UniRef50_Q8T2F3,|,|,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUOB_BEUC1 NADH-quinone oxidoreductase subunit B OS=Beutenbergia cavernae (strain ATCC BAA-8 / DSM 12333 / NBRC 16432) GN=nuoB PE=3 SV=1,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Beutenbergiaceae,Beutenbergia,Beutenbergia cavernae,UniRef50_Q9XAQ5,K00331|,1.6.5.11|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUOD_RUEST NADH-quinone oxidoreductase subunit D OS=Ruegeria sp. (strain TM1040) GN=nuoD PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,unassigned,UniRef50_P93306,K00333|,1.6.5.11|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUOD_SULNB NADH-quinone oxidoreductase subunit D OS=Sulfurovum sp. (strain NBC37-1) GN=nuoD PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Epsilonproteobacteria,unassigned,unassigned,Sulfurovum,Sulfurovum sp. NBC37-1,UniRef50_Q9PM99,K00333|,1.6.5.11|,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP84_YEAST Nucleoporin NUP84 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUP84 PE=1 SV=1,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,UniRef50_P52891,K14301|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUSB_ALTMD N utilization substance protein B homolog OS=Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype) GN=nusB PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,UniRef50_Q1LSN4,K03625|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUSG_YERPE Transcription termination/antitermination protein NusG OS=Yersinia pestis GN=nusG PE=3 SV=3,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pestis,UniRef50_Q8ZAP0,K02601|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O1468_RAT Olfactory receptor 1468 OS=Rattus norvegicus GN=Olr1468 PE=2 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_Q8NGS2,K04257|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"O16G2_BACSU Probable oligo-1,6-glucosidase 2 OS=Bacillus subtilis (strain 168) GN=ycdG PE=2 SV=1",Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis subsp. subtilis str. 168,UniRef50_O34364,K01182|,3.2.1.10|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATRN_HUMAN Attractin OS=Homo sapiens GN=ATRN PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_O75882,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODO1_ECO57 2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli O157:H7 GN=sucA PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P20707,K00164|,1.2.4.2|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODO2_ECOLI Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Escherichia coli (strain K12) GN=sucB PE=1 SV=2,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P0AFG7,K00658|,2.3.1.61|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODP1_ECOLI Pyruvate dehydrogenase E1 component OS=Escherichia coli (strain K12) GN=aceE PE=1 SV=2,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P0AFG9,K00163|,1.2.4.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODP2_ECOLI Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex OS=Escherichia coli (strain K12) GN=aceF PE=1 SV=3,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P06959,K00627|,2.3.1.12|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFP7_ARATH Transcription repressor OFP7 OS=Arabidopsis thaliana GN=OFP7 PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9ZU65,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLEO1_PRUDU Oleosin 1 OS=Prunus dulcis GN=OLE1 PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Rosales,Rosaceae,Prunus,Prunus dulcis,UniRef50_Q42980,|,|,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAX_HUMAN Integrin alpha-X OS=Homo sapiens GN=ITGAX PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P20702,K06462|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
OMP38_ACIBA Outer membrane protein Omp38 OS=Acinetobacter baumannii GN=omp38 PE=1 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,UniRef50_Q6RYW5,|K03286|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMPA_CITFR Outer membrane protein A (Fragment) OS=Citrobacter freundii GN=ompA PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P0DJO6,|,|,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OMPA_SHIDY Outer membrane protein A OS=Shigella dysenteriae GN=ompA PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8ZG77,K03286|,|,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,7,0,6,64,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OMPC_SERMA Outer membrane protein C OS=Serratia marcescens GN=ompC PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia marcescens,UniRef50_A0RZH5,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMPD_SALT1 Outer membrane porin protein OmpD OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=ompD PE=1 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,UniRef50_O33507,K16076|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMPF_ECOLI Outer membrane protein F OS=Escherichia coli (strain K12) GN=ompF PE=1 SV=1,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P02931,K09476|,|,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,30,31,29,43,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMPW_SHIFL Outer membrane protein W OS=Shigella flexneri GN=ompW PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri,UniRef50_P0A915,K07275|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMPX_ECO57 Outer membrane protein X OS=Escherichia coli O157:H7 GN=ompX PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P25253,|,|,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORN_BIFLO Oligoribonuclease OS=Bifidobacterium longum (strain NCC 2705) GN=orn PE=3 SV=1,Bacteria,unassigned,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,UniRef50_Q8G3N5,K13288|,3.1.-.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTF1_RAT Osteoclast-stimulating factor 1 OS=Rattus norvegicus GN=Ostf1 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q92882,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
OTC_AKKM8 Ornithine carbamoyltransferase OS=Akkermansia muciniphila (strain ATCC BAA-835 / Muc) GN=arcB PE=3 SV=1,Bacteria,unassigned,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,Akkermansia muciniphila,UniRef50_B2UML6,K00611|,2.1.3.3|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTC_LACRJ Ornithine carbamoyltransferase OS=Lactobacillus reuteri (strain JCM 1112) GN=arcB PE=3 SV=1,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P08308,K00611|,2.1.3.3|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTC_PHOPR Ornithine carbamoyltransferase OS=Photobacterium profundum (strain SS9) GN=argF PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,UniRef50_Q9KP68,K00611|,2.1.3.3|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OVAL_CHICK Ovalbumin OS=Gallus gallus GN=SERPINB14 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,unassigned,unassigned,UniRef50_P01012,|,|,0,15,2,7,0,4,2,3,0,0,0,0,0,3,9,47,0,0,0,0,4,0,0,0,7,61,96,0,11,106,53,21,129,0,0,17,0,0,4,10,88,42,3,35,21,7,3,7
OVAL_COTJA Ovalbumin OS=Coturnix coturnix japonica GN=SERPINB14 PE=2 SV=2,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Coturnix,unassigned,UniRef50_P19104,|,|,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,17,0,7,28,8,4,25,0,0,2,0,0,0,3,19,12,0,7,9,2,3,6
OVALX_CHICK Ovalbumin-related protein X (Fragment) OS=Gallus gallus GN=SERPINB14C PE=3 SV=1,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_P01013,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVALY_CHICK Ovalbumin-related protein Y OS=Gallus gallus GN=SERPINB14B PE=1 SV=1,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_P01014,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,8,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
PA21B_HUMAN Phospholipase A2 OS=Homo sapiens GN=PLA2G1B PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P04054,K01047|,3.1.1.4|,17,0,0,0,0,32,35,36,0,0,38,0,18,24,16,0,28,29,31,0,29,0,0,97,22,35,13,0,29,49,0,0,0,0,14,0,0,0,12,23,13,2,0,15,71,52,0,0
ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q09510,K12757|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"PLB1_HUMAN Phospholipase B1, membrane-associated OS=Homo sapiens GN=PLB1 PE=1 SV=3",Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_O54728,K14621|,3.1.1.4|3.1.1.5|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASM3A_HUMAN Acid sphingomyelinase-like phosphodiesterase 3a OS=Homo sapiens GN=SMPDL3A PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q92484,K01128|,3.1.4.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PAGL_LEPBD 6-phospho-alpha-glucosidase OS=Leptotrichia buccalis (strain ATCC 14201 / DSM 1135 / JCM 12969 / NCTC 10249 / C-1013-b) GN=pagL PE=1 SV=1,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P54716,K01232|,3.2.1.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAL_SHIFL Peptidoglycan-associated lipoprotein OS=Shigella flexneri GN=pal PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P0A913,K03640|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANC_BORA1 Pantothenate synthetase OS=Bordetella avium (strain 197N) GN=panC PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella avium,UniRef50_Q2T095,K01918|,6.3.2.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAND_AGARV Aspartate 1-decarboxylase OS=Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) GN=panD PE=3 SV=1,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium rectale,UniRef50_Q0S8D4,K01579|,4.1.1.11|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PAPA2_CARPA Chymopapain OS=Carica papaya PE=1 SV=2,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Caricaceae,Carica,Carica papaya,UniRef50_P05994,K20738|,3.4.22.6|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARK7_HUMAN Protein deglycase DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,unassigned,unassigned,unassigned,UniRef50_Q99497,|K05687|,3.1.2.-|3.5.1.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PAT04_SOLTU Patatin-04/09 OS=Solanum tuberosum PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Solanales,Solanaceae,Solanum,Solanum tuberosum,UniRef50_P15477,|,|3.1.1.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCC5_MYCTU Probable propionyl-CoA carboxylase beta chain 5 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) GN=accD5 PE=1 SV=1,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,UniRef50_P9WQH7,K01966|,6.4.1.3|,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,0,0,3
PCKA_BACFN Phosphoenolpyruvate carboxykinase [ATP] OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343) GN=pckA PE=3 SV=1,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q8D1X9,K01610|,4.1.1.49|,54,4,4,12,16,12,0,6,41,18,12,9,14,5,14,34,23,16,17,21,19,30,0,13,0,97,0,8,8,0,7,0,67,44,12,49,25,49,19,2,0,0,0,1,5,13,20,108
PCKA_PORGI Phosphoenolpyruvate carboxykinase [ATP] OS=Porphyromonas gingivalis (strain ATCC BAA-308 / W83) GN=pckA PE=3 SV=1,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_O09460,K01610|,4.1.1.49|,42,26,0,24,18,14,13,16,63,31,38,37,0,29,0,17,22,10,35,24,40,34,27,26,4,35,70,8,19,0,19,43,68,62,22,58,28,47,25,53,4,0,21,4,68,47,54,60
PCKG_ACIBY Phosphoenolpyruvate carboxykinase [GTP] OS=Acinetobacter baumannii (strain AYE) GN=pckG PE=3 SV=1,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9AGJ6,K01596|,4.1.1.32|,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDC1_YEAST Pyruvate decarboxylase isozyme 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDC1 PE=1 SV=7,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,unassigned,unassigned,UniRef50_P06169,K01568|,4.1.1.-|4.1.1.1|4.1.1.43|4.1.1.74|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
EPCAM_HUMAN Epithelial cell adhesion molecule OS=Homo sapiens GN=EPCAM PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P16422,K06737|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDI15_ORYSJ Protein disulfide isomerase-like 1-5 OS=Oryza sativa subsp. japonica GN=PDIL1-5 PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Oryza,Oryza sativa,UniRef50_A3KPF5,K09580|,5.3.4.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDI22_ORYSJ Protein disulfide isomerase-like 2-2 OS=Oryza sativa subsp. japonica GN=PDIL2-2 PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Oryza,Oryza sativa,UniRef50_O22263,K09584|,5.3.4.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PDIA1_PONAB Protein disulfide-isomerase OS=Pongo abelii GN=P4HB PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P07237,K09580|,5.3.4.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
PDIA3_MOUSE Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P30101,|K08056|,5.3.4.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
PDIA6_RAT Protein disulfide-isomerase A6 OS=Rattus norvegicus GN=Pdia6 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q15084,|K09584|,5.3.4.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
